date,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,Load_demand
10/26/2020 21:45,30.34,19.4,73.06,14.96,350,0.1325
10/26/2020 22:00,30.35,19.4,73.06,13.81,350,0.1315
10/26/2020 22:15,30.35,19.4,79.1,14.96,350,0.1235
10/26/2020 22:30,30.35,19.4,79.1,16.11,350,0.0925
10/26/2020 22:45,30.35,19.4,79.1,13.81,360,0.101
10/26/2020 23:00,30.37,19.4,79.1,13.81,350,0.074
10/26/2020 23:15,30.37,19.4,73.06,13.81,350,0.0815
10/26/2020 23:30,30.37,19.4,79.1,11.51,350,0.077
10/26/2020 23:45,30.37,19.4,73.06,14.96,360,0.08
10/27/2020 0:00,30.36,19.4,73.06,13.81,360,0.078
10/27/2020 0:15,30.36,19.4,73.06,12.66,350,0.078
10/27/2020 0:30,30.36,19.4,73.06,10.36,350,0.0815
10/27/2020 0:45,30.36,19.4,73.06,11.51,360,0.076
10/27/2020 1:00,30.32,19.4,73.06,13.81,10,0.0765
10/27/2020 1:15,30.34,19.4,73.06,13.81,350,0.0755
10/27/2020 1:30,30.34,19.4,79.1,12.66,350,0.072
10/27/2020 1:45,30.33,19.4,79.1,13.81,350,0.0995
10/27/2020 2:00,30.35,19.4,79.1,11.51,340,0.065
10/27/2020 2:15,30.35,19.4,79.1,9.21,340,0.0985
10/27/2020 2:30,30.33,19.4,79.1,14.96,350,0.063
10/27/2020 2:45,30.34,19.4,73.06,10.36,350,0.073
10/27/2020 3:00,30.32,19.4,79.1,10.36,360,0.0705
10/27/2020 3:15,30.33,19.4,79.1,10.36,350,0.0705
10/27/2020 3:30,30.34,19.4,79.1,9.21,340,0.071
10/27/2020 3:45,30.32,19.4,73.06,10.36,350,0.0555
10/27/2020 4:00,30.33,19.4,73.06,6.91,340,0.065
10/27/2020 4:15,30.31,19.04,80.33,9.21,350,0.055
10/27/2020 4:30,30.28,19.4,79.1,11.51,350,0.0515
10/27/2020 4:45,30.28,19.4,79.1,9.21,350,0.0625
10/27/2020 5:00,30.27,17.6,85.47,11.51,360,0.056
10/27/2020 5:15,30.25,17.6,92.48,12.66,360,0.0505
10/27/2020 5:30,30.22,19.4,79.1,18.41,360,0.062
10/27/2020 5:45,30.24,19.4,85.59,13.81,350,0.057
10/27/2020 6:00,30.28,19.4,79.1,10.36,340,0.0495
10/27/2020 6:15,30.3,19.4,79.1,6.91,350,0.069
10/27/2020 6:30,30.29,19.4,85.59,9.21,20,0.0795
10/27/2020 6:45,30.3,17.6,92.48,8.06,360,0.0925
10/27/2020 7:00,30.32,19.4,85.59,4.6,340,0.124
10/27/2020 7:15,30.32,19.4,85.59,3.45,350,0.1105
10/27/2020 7:30,30.33,19.4,85.59,0,0,0.1355
10/27/2020 7:45,30.29,19.4,85.59,8.06,30,0.1105
10/27/2020 8:00,30.3,19.4,85.59,4.6,60,0.1285
10/27/2020 8:15,30.31,19.4,85.59,0,0,0.125
10/27/2020 8:30,30.32,19.4,85.59,3.45,140,0.111
10/27/2020 8:45,30.32,19.4,85.59,0,0,0.131
10/27/2020 9:00,30.3,19.4,85.59,3.45,10,0.069
10/27/2020 9:15,30.31,19.4,85.59,0,0,0.124
10/27/2020 9:30,30.31,21.2,79.26,4.6,360,0.0865
10/27/2020 9:45,30.3,21.2,79.26,4.6,360,0.1195
10/27/2020 10:00,30.32,21.2,79.26,3.45,320,0.1435
10/27/2020 10:15,30.33,21.2,79.26,4.025,320,0.137
10/27/2020 10:30,30.33,21.2,79.26,4.6,310,0.2015
10/27/2020 10:45,30.31,23,73.45,3.45,330,0.3405
10/27/2020 11:00,30.29,24.8,68.11,8.06,330,0.1665
10/27/2020 11:15,30.29,24.8,68.11,9.21,320,0.404
10/27/2020 11:30,30.28,24.8,68.11,9.21,320,0.3495
10/27/2020 11:45,30.28,26.6,63.2,8.06,330,0.449
10/27/2020 12:00,30.28,26.6,63.2,11.51,320,0.365
10/27/2020 12:15,30.28,28.4,58.68,10.36,320,0.3585
10/27/2020 12:30,30.28,28.4,58.68,8.06,330,0.136
10/27/2020 12:45,30.28,28.4,58.68,9.21,320,0.0945
10/27/2020 13:00,30.27,28.4,58.68,9.21,320,0.151
10/27/2020 13:15,30.27,28.4,63.45,8.06,300,0.08
10/27/2020 13:30,30.26,30.2,54.52,9.21,310,0.1065
10/27/2020 13:45,30.24,30.2,58.95,6.91,320,0.0685
10/27/2020 14:00,30.24,30.2,54.52,5.75,330,0.0725
10/27/2020 14:15,30.22,32,54.8,5.75,330,0.0745
10/27/2020 14:30,30.21,32,54.8,5.75,350,0.078
10/27/2020 14:45,30.21,32,54.8,3.45,340,0.078
10/27/2020 15:00,30.19,33.8,50.98,8.06,310,0.0775
10/27/2020 15:15,30.19,33.8,50.98,5.75,340,0.077
10/27/2020 15:30,30.18,33.8,55.08,4.6,330,0.069
10/27/2020 15:45,30.17,33.8,55.08,5.75,340,0.0765
10/27/2020 16:00,30.17,33.8,50.98,6.91,360,0.076
10/27/2020 16:15,30.17,33.8,50.98,3.45,360,0.1945
10/27/2020 16:30,30.17,33.8,55.08,0,0,0.3125
10/27/2020 16:45,30.17,33.8,55.08,4.6,310,0.439
10/27/2020 17:00,30.17,35.6,51.27,3.45,340,0.5955
10/27/2020 17:15,30.16,35.6,55.36,4.6,330,0.496
10/27/2020 17:30,30.16,33.8,59.48,8.06,320,0.544
10/27/2020 17:45,30.17,33.8,59.48,4.6,320,0.427
10/27/2020 18:00,30.17,33.8,59.48,4.6,320,0.4335
10/27/2020 18:15,30.16,33.8,59.48,5.75,320,0.41
10/27/2020 18:30,30.16,33.8,59.48,6.91,320,0.403
10/27/2020 18:45,30.16,33.8,59.48,5.75,310,0.25
10/27/2020 19:00,30.15,33.8,64.18,6.91,320,0.2265
10/27/2020 19:15,30.15,33.8,64.18,5.75,310,0.09
10/27/2020 19:30,30.16,33.8,69.22,3.45,290,0.0825
10/27/2020 19:45,30.16,33.8,69.22,0,0,0.0735
10/27/2020 20:00,30.16,33.8,69.22,0,0,0.0785
10/27/2020 20:15,30.16,33.8,69.22,0,0,0.206
10/27/2020 20:30,30.16,33.8,69.22,0,0,0.086
10/27/2020 20:45,30.16,33.8,74.6,0,0,0.207
10/27/2020 21:00,30.16,33.8,69.22,0,0,0.102
10/27/2020 21:15,30.15,33.8,69.22,5.75,180,0.0835
10/27/2020 21:30,30.15,33.8,64.18,3.45,210,0.098
10/27/2020 21:45,30.16,32,74.41,4.6,280,0.1245
10/27/2020 22:00,30.16,30.2,80.04,4.6,280,0.1205
10/27/2020 22:15,30.16,30.2,80.04,3.45,270,0.297
10/27/2020 22:30,30.17,32,74.41,4.6,250,0.121
10/27/2020 22:45,30.16,33.8,64.18,0,0,0.2915
10/27/2020 23:00,30.15,33.8,69.22,0,0,0.0885
10/27/2020 23:15,30.15,33.8,69.22,0,0,0.1345
10/27/2020 23:30,30.14,33.8,69.22,0,0,0.0975
10/27/2020 23:45,30.13,33.8,74.6,4.6,20,0.102
10/28/2020 0:00,30.13,33.8,69.22,4.6,360,0.1405
10/28/2020 0:15,30.12,33.8,69.22,5.75,30,0.092
10/28/2020 0:30,30.13,32,74.41,3.45,360,0.15
10/28/2020 0:45,30.14,33.8,69.22,0,0,0.1235
10/28/2020 1:00,30.14,33.8,69.22,0,0,0.1085
10/28/2020 1:15,30.15,33.8,74.6,5.75,220,0.1435
10/28/2020 1:30,30.14,33.8,69.22,5.75,240,0.0815
10/28/2020 1:45,30.11,33.8,69.22,0,0,0.1075
10/28/2020 2:00,30.1,33.8,74.6,0,0,0.129
10/28/2020 2:15,30.11,33.8,69.22,0,0,0.083
10/28/2020 2:30,30.1,33.8,74.6,0,0,0.1365
10/28/2020 2:45,30.1,33.8,74.6,0,0,0.1285
10/28/2020 3:00,30.1,33.8,69.22,3.45,290,0.0945
10/28/2020 3:15,30.1,33.8,69.22,3.45,290,0.148
10/28/2020 3:30,30.09,33.8,74.6,0,0,0.102
10/28/2020 3:45,30.08,33.8,74.6,5.75,320,0.1145
10/28/2020 4:00,30.07,33.8,69.22,6.91,310,0.1255
10/28/2020 4:15,30.08,32,74.41,5.75,260,0.0975
10/28/2020 4:30,30.08,33.8,69.22,5.75,260,0.1165
10/28/2020 4:45,30.07,33.8,69.22,4.6,260,0.1325
10/28/2020 5:00,30.06,33.8,69.22,4.6,210,0.0995
10/28/2020 5:15,30.05,33.8,69.22,3.45,320,0.1365
10/28/2020 5:30,30.05,33.8,69.22,0,0,0.14
10/28/2020 5:45,30.06,33.8,74.6,0,0,0.105
10/28/2020 6:00,30.05,33.8,74.6,3.45,30,0.1415
10/28/2020 6:15,30.06,33.8,74.6,4.6,270,0.2435
10/28/2020 6:30,30.05,33.8,74.6,3.45,280,0.128
10/28/2020 6:45,30.05,33.8,74.6,3.45,270,0.254
10/28/2020 7:00,30.04,33.8,80.34,0,0,0.155
10/28/2020 7:15,30.02,33.8,80.34,3.45,330,0.1005
10/28/2020 7:30,29.97,32,86.37,12.66,10,0.136
10/28/2020 7:45,29.96,32,86.37,9.21,10,0.106
10/28/2020 8:00,29.96,32,86.37,11.51,10,0.1045
10/28/2020 8:15,29.98,32,86.37,6.91,20,0.1115
10/28/2020 8:30,30.01,33.8,80.34,0,0,0.129
10/28/2020 8:45,30,33.8,80.34,4.6,300,0.094
10/28/2020 9:00,30,33.8,80.34,4.6,330,0.12
10/28/2020 9:15,29.98,33.8,80.34,5.75,340,0.1215
10/28/2020 9:30,29.97,33.8,80.34,9.21,350,0.0855
10/28/2020 9:45,30.01,33.8,80.34,3.45,80,0.114
10/28/2020 10:00,30,35.6,74.78,0,0,0.1085
10/28/2020 10:15,30,35.6,74.78,5.75,50,0.0815
10/28/2020 10:30,30.01,35.6,74.78,5.75,40,0.176
10/28/2020 10:45,30.01,35.6,74.78,4.6,30,0.287
10/28/2020 11:00,29.99,37.4,74.96,5.75,360,0.4725
10/28/2020 11:15,30,37.4,69.64,5.75,360,0.5665
10/28/2020 11:30,30.02,37.4,64.66,5.75,60,0.67
10/28/2020 11:45,30.03,37.4,64.66,4.6,100,0.3775
10/28/2020 12:00,30.01,39.2,64.9,6.91,30,0.342
10/28/2020 12:15,30,39.2,64.9,8.06,30,0.1335
10/28/2020 12:30,29.99,39.2,64.9,8.06,20,0.1495
10/28/2020 12:45,29.99,39.2,64.9,9.21,40,0.421
10/28/2020 13:00,29.97,41,60.51,9.21,10,0.391
10/28/2020 13:15,29.97,41,60.51,9.21,20,0.4855
10/28/2020 13:30,29.94,42.8,56.46,10.36,350,0.3565
10/28/2020 13:45,29.94,42.8,56.46,8.06,20,0.27
10/28/2020 14:00,29.94,42.8,52.42,10.36,10,0.169
10/28/2020 14:15,29.91,42.8,56.46,12.66,360,0.2105
10/28/2020 14:30,29.88,42.8,52.42,17.26,10,0.131
10/28/2020 14:45,29.83,41,56.19,19.56,360,0.171
10/28/2020 15:00,29.87,41,56.19,16.11,10,0.3745
10/28/2020 15:15,29.88,39.2,60.26,11.51,350,0.734
10/28/2020 15:30,29.88,39.2,64.9,8.06,360,0.8565
10/28/2020 15:45,29.9,39.2,69.85,8.06,60,1.184
10/28/2020 16:00,29.84,37.4,74.96,19.56,10,0.878
10/28/2020 16:15,29.85,37.4,74.96,18.41,20,0.61
10/28/2020 16:30,29.85,35.6,80.49,13.81,10,0.395
10/28/2020 16:45,29.88,35.6,80.49,3.45,340,0.176
10/28/2020 17:00,29.91,35.6,86.58,3.45,320,0.4025
10/28/2020 17:15,29.93,35.6,86.58,3.45,190,0.456
10/28/2020 17:30,29.9,35.6,93.08,8.06,310,0.6885
10/28/2020 17:45,29.88,35.6,86.58,8.06,340,0.48
10/28/2020 18:00,29.86,35.6,93.08,14.96,350,0.3705
10/28/2020 18:15,29.87,35.6,93.08,12.66,350,0.1735
10/28/2020 18:30,29.85,35.6,93.08,14.96,350,0.0725
10/28/2020 18:45,29.86,35.6,93.08,11.51,350,0.082
10/28/2020 19:00,29.87,37.4,86.68,12.66,350,0.0705
10/28/2020 19:15,29.87,37.4,86.68,12.66,350,0.0715
10/28/2020 19:30,29.93,37.4,93.13,11.51,160,0.0825
10/28/2020 19:45,29.9,37.4,93.13,5.75,270,0.064
10/28/2020 20:00,29.89,37.4,93.13,10.36,330,0.315
10/28/2020 20:15,29.91,37.4,93.13,8.06,320,0.3455
10/28/2020 20:30,29.93,39.2,86.79,8.06,10,0.5865
10/28/2020 20:45,29.93,39.2,86.79,11.51,10,0.637
10/28/2020 21:00,29.91,39.2,86.79,11.51,340,0.563
10/28/2020 21:15,29.92,39.2,86.79,14.96,360,0.4155
10/28/2020 21:30,29.91,39.2,86.79,14.96,350,0.306
10/28/2020 21:45,29.91,39.2,86.79,18.41,350,0.1635
10/28/2020 22:00,29.92,39.2,86.79,18.41,350,0.141
10/28/2020 22:15,29.92,39.2,86.79,14.96,360,0.145
10/28/2020 22:30,29.91,39.2,86.79,19.56,360,0.13
10/28/2020 22:45,29.9,39.2,80.78,20.71,350,0.16
10/28/2020 23:00,29.9,39.2,86.79,16.11,350,0.1105
10/28/2020 23:15,29.9,41,80.92,16.11,350,0.169
10/28/2020 23:30,29.91,41,80.92,19.56,350,0.3705
10/28/2020 23:45,29.93,42.8,75.5,16.11,360,0.373
10/29/2020 0:00,29.93,42.8,75.5,17.26,350,0.567
10/29/2020 0:15,29.94,42.8,81.06,18.41,350,0.6755
10/29/2020 0:30,29.94,42.8,81.06,20.71,360,0.5045
10/29/2020 0:45,29.95,42.8,81.06,19.56,10,0.452
10/29/2020 1:00,29.95,42.8,81.06,17.26,10,0.347
10/29/2020 1:15,29.96,44.6,75.67,19.56,360,0.143
10/29/2020 1:30,29.97,42.8,81.06,17.26,350,0.1525
10/29/2020 1:45,29.97,42.8,81.06,14.96,360,0.1505
10/29/2020 2:00,29.97,44.6,75.67,23.02,360,0.078
10/29/2020 2:15,29.99,42.8,81.06,21.86,360,0.107
10/29/2020 2:30,29.99,42.8,81.06,18.41,350,0.098
10/29/2020 2:45,29.99,42.8,81.06,21.86,350,0.072
10/29/2020 3:00,30,42.8,81.06,24.17,350,0.1095
10/29/2020 3:15,30,42.8,81.06,24.17,350,0.118
10/29/2020 3:30,30,42.8,81.06,24.17,350,0.077
10/29/2020 3:45,30,42.8,81.06,24.17,350,0.117
10/29/2020 4:00,30.03,41,82.09,18.41,350,0.115
10/29/2020 4:15,30.03,41,82.09,18.41,350,0.076
10/29/2020 4:30,30.03,41,82.09,18.41,350,0.113
10/29/2020 4:45,30.03,41,82.09,18.41,350,0.1155
10/29/2020 5:00,30.06,39.92,82.59,17.26,350,0.075
10/29/2020 5:15,30.06,39.92,82.59,17.26,350,0.114
10/29/2020 5:30,30.06,39.92,82.59,17.26,350,0.104
10/29/2020 5:45,30.06,39.92,82.59,17.26,350,0.0805
10/29/2020 6:00,30.09,37.94,85.48,19.56,350,0.0975
10/29/2020 6:15,30.09,37.94,85.48,19.56,350,0.181
10/29/2020 6:30,30.09,37.94,85.48,19.56,350,0.1165
10/29/2020 6:45,30.09,37.94,85.48,19.56,350,0.177
10/29/2020 7:00,30.13,37.04,85.42,14.96,350,0.156
10/29/2020 7:15,30.13,37.04,85.42,14.96,350,0.0695
10/29/2020 7:30,30.13,37.04,85.42,14.96,350,0.0965
10/29/2020 7:45,30.13,37.04,85.42,14.96,350,0.0955
10/29/2020 8:00,30.16,35.96,89.15,16.11,350,0.0535
10/29/2020 8:15,30.16,35.96,89.15,16.11,350,0.0865
10/29/2020 8:30,30.16,35.96,89.15,16.11,350,0.093
10/29/2020 8:45,30.16,35.96,89.15,16.11,350,0.041
10/29/2020 9:00,30.19,35.06,88.46,11.51,340,0.0875
